PlayerName,playYear,PlayingMatch,innings,Notout,runs,HighstScores,avarage,ballsFaced,BattingSR,Hundreds,fiftes,ducks,four,sixes
HDPK Dharmasena,1994-2004,141,87,33,1222,69*,22.62,1879,65.03,0,4,2,63,2
RL Dias,1979-1987,58,55,5,1573,121,31.46,2315,67.94,2,11,3,117+,4+
N Dickwella,2014-2022,55,52,1,1604,116,31.45,1717,93.41,2,9,1,187,12
LHD Dilhara,2005-2013,9,9,0,83,29,9.22,107,77.57,0,0,1,8,4
TM Dilshan,1999-2016,330,303,41,10290,161*,39.27,11933,86.23,22,47,11,1111,55
CI Dunusinghe,1995-1995,1,1,0,1,1,1.00,1,100.00,0,0,0,0,0
RMS Eranga,2011-2016,19,11,8,34,12*,11.33,64,53.12,0,0,1,4,0
AM Fernando,2017-2021,4,2,1,1,1*,1.00,6,16.66,0,0,1,0,0
N Pradeep,2012-2022,49,25,17,35,7,4.37,83,42.16,0,0,4,3,1
B Fernando,2021-2021,4,3,0,26,17,8.66,36,72.22,0,0,0,4,0
BOP Fernando,2019-2021,8,8,0,148,49,18.50,230,64.34,0,0,1,15,3
CRD Fernando,2001-2012,146,61,35,239,20,9.19,392,60.96,0,0,9,19,2
ER Fernando,1975-1975,3,3,0,47,22,15.66,66,71.21,0,0,0,7,0
ERNS Fernando,1983-1983,7,5,0,101,36,20.20,216,46.75,0,0,2,7,0
KADM Fernando,2003-2003,1,-,-,-,-,-,-,-,-,-,-,-,-
KHRK Fernando,2002-2006,7,5,3,43,23*,21.50,72,59.72,0,0,0,4,1
MVT Fernando,2017-2019,8,8,6,30,7*,15.00,61,49.18,0,0,1,3,0
TCB Fernando,2001-2003,17,10,6,29,14*,7.25,59,49.15,0,0,1,0,0
TL Fernando,1989-1989,1,1,0,8,8,8.00,6,133.33,0,0,0,0,0
UNK Fernando,1994-1994,2,2,2,22,20*,-,25,88.00,0,0,0,2,0
WIA Fernando,2016-2021,26,26,0,964,127,37.07,1044,92.33,3,5,2,95,16
IS Gallage,1999-2001,3,2,1,17,14,17.00,27,62.96,0,0,0,1,0
D Gamage,2003-2003,3,2,1,3,2*,3.00,10,30.00,0,0,0,0,0
JC Gamage,1995-1995,4,2,2,8,7*,-,9,88.88,0,0,0,0,0
PLS Gamage,2014-2017,9,5,3,4,3,2.00,27,14.81,0,0,0,0,0
WCA Ganegama,2001-2006,4,2,0,7,7,3.50,9,77.77,0,0,1,1,0
Y Goonasekera,1983-1983,3,3,0,69,35,23.00,104,66.34,0,0,0,8,0
HM Goonatilleke,1982-1982,6,4,3,31,14*,31.00,58,53.44,0,0,0,0+,0+
DAS Gunaratne,2016-2019,31,25,4,575,114*,27.38,724,79.41,1,1,0,50,6
PW Gunaratne,2002-2003,23,8,3,36,15*,7.20,63,57.14,0,0,2,5,0
C Gunasekara,2022-2022,1,-,-,-,-,-,-,-,-,-,-,-,-
MD Gunathilaka,2015-2022,47,46,1,1601,133,35.57,1844,86.82,2,11,1,172,20
FRMD Gunatilleke,1979-1979,1,-,-,-,-,-,-,-,-,-,-,-,-
AAW Gunawardena,1994-1994,1,1,0,2,2,2.00,10,20.00,0,0,0,0,0
DA Gunawardene,1998-2006,61,61,1,1708,132,28.46,2389,71.49,1,12,5,210,5
AP Gurusinha,1985-1996,147,143,5,3902,117*,28.27,6409,60.88,2,22,12,279+,42+
UC Hathurusingha,1992-1999,35,33,1,669,66,20.90,1318,50.75,0,4,3,59,0
HMRKB Herath,2004-2015,71,30,15,140,17*,9.33,217,64.51,0,0,3,10,2
PD Heyn,1975-1975,2,2,0,3,2,1.50,20,15.00,0,0,0,0,0
WS Jayantha,2004-2004,17,17,2,400,74*,26.66,530,75.47,0,2,2,54,4
PS Jayaprakashdaran,2005-2005,1,-,-,-,-,-,-,-,-,-,-,-,-
RSA Jayasekera,1982-1982,2,1,0,17,17,17.00,42,40.47,0,0,0,1,0
SA Jayasinghe,1979-1979,2,1,0,1,1,1.00,3,33.33,0,0,0,0,0
GSNFG Jayasuriya,2015-2019,12,10,1,195,96,21.66,273,71.42,0,1,2,13,2
NGRP Jayasuriya,2018-2018,2,2,1,11,11*,11.00,13,84.61,0,0,1,1,0
ST Jayasuriya,1989-2011,441,429,18,13364,189,32.51,14644,91.25,28,68,34,1493,268
DPMD Jayawardene,1998-2015,443,413,38,12381,144,33.01,15736,78.67,18,75,28,1098,71
HAPW Jayawardene,2003-2007,6,5,0,27,20,5.40,44,61.36,0,0,1,3,0
P Jayawickrama,2021-2021,5,3,2,7,4,7.00,12,58.33,0,0,0,1,0
S Jeganathan,1983-1988,5,4,1,25,20*,8.33,39,64.10,0,0,0,2,1
VB John,1982-1987,45,19,10,84,15,9.33,152,55.26,0,0,3,7,0
RS Kalpage,1992-1999,86,69,28,844,51,20.58,1320,63.93,0,1,2,29,4
S Randiv,2009-2016,31,18,2,280,56,17.50,382,73.29,0,1,2,28,1
LWS Kaluperuma,1975-1982,4,3,3,33,14*,-,60,55.00,0,0,0,2,0
SMS Kaluperuma,1988-1988,2,2,0,11,7,5.50,41,26.82,0,0,0,1,0
RS Kaluwitharana,1990-2004,189,181,14,3711,102*,22.22,4776,77.70,2,23,24,411,17
SHT Kandamby,2004-2014,39,36,6,870,93*,29.00,1250,69.60,0,5,2,71,0
CK Kapugedera,2006-2017,102,84,7,1624,95,21.09,2254,72.04,0,8,7,117,28
SHU Karnain,1984-1990,19,17,5,229,41*,19.08,386,59.32,0,0,2,8+,3+
C Karunaratne,2021-2022,18,17,6,376,75,34.18,429,87.64,0,1,0,22,8
FDM Karunaratne,2011-2021,34,30,2,767,97,27.39,1030,74.46,0,6,3,71,1
PHT Kaushal,2015-2015,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0
CKB Kulasekara,2011-2012,4,3,0,38,19,12.66,72,52.77,0,0,1,0,0
KMDN Kulasekara,2003-2017,184,123,37,1327,73,15.43,1629,81.46,0,4,13,95,39
CBRLS Kumara,2017-2019,13,6,3,17,7*,5.66,45,37.77,0,0,0,2,0
DSBP Kuruppu,1983-1990,54,52,1,1022,72,20.03,1978,51.66,0,4,3,79+,4+
GF Labrooy,1986-1992,44,36,7,249,33,8.58,350,71.14,0,0,6,13+,3+
RAS Lakmal,2009-2021,86,48,22,244,26,9.38,404,60.39,0,0,9,18,3
D Lakshan,2021-2021,1,1,0,2,2,2.00,9,22.22,0,0,0,0,0
MKGCP Lakshitha,2002-2003,7,2,1,7,4,7.00,12,58.33,0,0,0,0,0
DK Liyanage,1992-2001,16,11,2,144,43,16.00,207,69.56,0,0,0,6,1
KS Lokuarachchi,2003-2007,21,18,3,210,69,14.00,262,80.15,0,1,2,9,5
RS Madugalle,1979-1988,63,56,5,950,73,18.62,1574,60.35,0,3,4,57+,16+
MAWR Madurasinghe,1988-1992,12,6,4,21,8*,10.50,62,33.87,0,0,0,3,0
DSK Madushanka,2018-2018,1,1,0,7,7,7.00,6,116.66,0,0,0,1,0
LD Madushanka,2017-2017,4,4,1,14,7,4.66,26,53.84,0,0,1,2,0
RS Mahanama,1986-1999,213,198,23,5162,119*,29.49,8521,60.57,4,35,15,331+,17+
MF Maharoof,2004-2016,109,75,18,1113,69*,19.52,1294,86.01,0,2,3,89,25
SL Malinga,2004-2019,226,119,36,567,56,6.83,761,74.50,0,1,26,45,21
AD Mathews,2008-2021,218,188,48,5835,139*,41.67,7004,83.30,3,40,15,461,89
BAW Mendis,2008-2015,87,42,19,188,21*,8.17,263,71.48,0,0,10,16,2
BKG Mendis,2016-2022,87,85,5,2546,119,31.82,3011,84.55,2,19,10,251,38
BMAJ Mendis,2010-2019,58,44,10,636,72,18.70,769,82.70,0,1,2,48,13
LRD Mendis,1975-1989,79,74,9,1527,80,23.49,2034,75.07,0,7,4,113+,9+
MC Mendis,1995-1995,1,1,1,3,3*,-,2,150.00,0,0,0,0,0
PHKD Mendis,2019-2022,7,7,1,127,57,21.16,214,59.34,0,1,0,8,1
RTM Mendis,2021-2022,4,4,2,50,26,25.00,50,100.00,0,0,0,3,1
J Mubarak,2002-2013,40,37,6,704,72,22.70,1115,63.13,0,4,1,62,5
AMN Munasinghe,1994-1996,5,4,1,13,8,4.33,52,25.00,0,0,1,0,0
EMDY Munaweera,2017-2017,2,2,0,15,11,7.50,29,51.72,0,0,0,2,0
M Muralidaran,1993-2011,343,161,63,674,33*,6.87,867,77.73,0,0,24,50,12
MN Nawaz,1998-2002,3,3,1,31,15*,15.50,71,43.66,0,0,0,1,0
P Nissanka,2021-2022,17,17,0,454,137,26.70,577,78.68,1,3,1,51,3
RAP Nissanka,2001-2003,23,13,5,53,11,6.62,140,37.85,0,0,2,4,1
ARM Opatha,1975-1979,5,3,0,29,18,9.66,55,52.72,0,0,1,3,0
SP Pasqual,1979-1979,2,2,1,24,23*,24.00,28,85.71,0,0,0,1,0
SS Pathirana,2015-2017,18,14,1,332,56,25.53,383,86.68,0,1,0,33,5
AK Perera,2013-2019,6,4,0,52,31,13.00,83,62.65,0,0,0,3,0
ASA Perera,1998-2001,20,13,2,195,56*,17.72,257,75.87,0,1,1,15,3
KG Perera,1986-1986,1,-,-,-,-,-,-,-,-,-,-,-,-
MDK Perera,2007-2018,13,12,0,152,30,12.66,199,76.38,0,0,0,13,3
MDKJ Perera,2013-2021,107,102,5,3071,135,31.65,3328,92.27,6,15,10,333,50
NLTC Perera,2009-2021,166,133,16,2338,140,19.98,2086,112.08,1,10,11,176,84
PARP Perera,2019-2019,2,2,0,33,33,16.50,58,56.89,0,0,1,2,0
PDRL Perera,1999-2007,19,7,2,8,4*,1.60,18,44.44,0,0,4,0,0
HSM Pieris,1975-1975,3,3,1,19,16,9.50,59,32.20,0,0,0,2,0
Pramod Madushan,2022-2022,1,1,0,15,15,15.00,52,28.84,0,0,0,2,0
KTGD Prasad,2006-2015,24,12,6,129,31*,21.50,146,88.35,0,0,1,9,3
S Prasanna,2011-2019,40,37,3,421,95,12.38,445,94.60,0,2,7,29,26
SMA Priyanjan,2013-2015,23,20,2,420,74,23.33,522,80.45,0,2,0,47,3
KR Pushpakumara,1994-1999,31,9,5,36,14*,9.00,52,69.23,0,0,2,2,0
M Pushpakumara,2009-2010,3,1,1,7,7*,-,19,36.84,0,0,0,0,0
PM Pushpakumara,2017-2017,2,2,0,11,8,5.50,26,42.30,0,0,0,0,1
PBB Rajapaksa,2021-2021,5,5,0,89,65,17.80,85,104.70,0,1,3,14,2
CAK Rajitha,2018-2021,10,4,3,1,1*,1.00,11,9.09,0,0,1,0,0
CPH Ramanayake,1986-1995,62,35,14,210,26,10.00,374,56.14,0,0,7,13,1
AN Ranasinghe,1975-1982,9,8,1,153,51,21.85,147,104.08,0,1,2,8+,3+
SK Ranasinghe,1986-1986,4,3,0,55,41,18.33,81,67.90,0,0,1,3+,0+
A Ranatunga,1982-1999,269,255,47,7456,131*,35.84,9571,77.90,4,49,18,523+,64+
D Ranatunga,1990-1990,4,4,0,49,25,12.25,156,31.41,0,0,1,2,0
N Ranatunga,1993-1993,2,1,0,0,0,0.00,3,0.00,0,0,1,0,0
S Ranatunga,1994-1996,13,11,0,253,70,23.00,526,48.09,0,2,0,10,0
NLK Ratnayake,1989-1990,2,-,-,-,-,-,-,-,-,-,-,-,-
RJ Ratnayake,1982-1993,70,55,18,612,33*,16.54,705,86.80,0,0,4,43+,18+
JR Ratnayeke,1982-1990,78,69,14,824,50,14.98,1571,52.45,0,1,4,43+,2+
MAR Samarasekera,1983-1994,39,39,2,844,76,22.81,1207,69.92,0,4,2,73+,5+
DP Samaraweera,1993-1994,5,4,0,91,49,22.75,169,53.84,0,0,0,8,0
TT Samaraweera,1998-2011,53,42,11,862,105*,27.80,1244,69.29,2,0,4,76,0
S Samarawickrama,2017-2019,7,7,0,138,54,19.71,165,83.63,0,1,2,18,0
PADLR Sandakan,2016-2021,31,19,7,64,16*,5.33,140,45.71,0,0,4,4,0
KC Sangakkara,2000-2015,397,373,40,13975,169,41.96,17715,78.88,25,90,15,1349,86
CP Senanayake,1990-1991,7,7,0,126,27,18.00,211,59.71,0,0,1,7,0
SMSM Senanayake,2012-2015,49,33,11,290,42,13.18,311,93.24,0,0,6,31,6
MD Shanaka,2016-2022,42,39,3,887,102,24.63,938,94.56,1,3,3,67,33
KJ Silva,1995-1995,1,1,1,1,1*,-,1,100.00,0,0,0,0,0
LPC Silva,1999-2011,75,62,7,1587,107*,28.85,2254,70.40,1,13,6,139,10
SAR Silva,1984-1985,20,20,0,441,85,22.05,838,52.62,0,3,1,32+,0
TAM Siriwardana,2015-2019,27,24,1,516,66,22.43,525,98.28,0,3,1,39,13
APB Tennekoon,1975-1979,4,4,0,137,59,34.25,207,66.18,0,1,1,16,0
WU Tharanga,2005-2019,234,222,17,6941,174*,33.85,9133,75.99,15,37,17,797,52
M Theekshana,2021-2022,9,6,5,28,11*,28.00,59,47.45,0,0,1,1,0
HDRL Thirimanne,2010-2019,127,106,14,3194,139*,34.71,4419,72.27,4,21,7,246,25
T Thushara,2008-2010,38,27,6,392,54*,18.66,424,92.45,0,1,4,32,9
HP Tillakaratne,1986-2003,200,168,40,3789,104,29.60,6588,57.51,2,13,10,224+,10+
MH Tissera,1975-1975,3,3,0,78,52,26.00,147,53.06,0,1,0,10,0
I Udana,2012-2021,21,18,4,237,78,16.92,249,95.18,0,1,2,17,10
ML Udawatte,2008-2008,9,9,0,257,73,28.55,383,67.10,0,2,1,25,3
KEA Upashantha,1995-2001,12,8,1,49,15,7.00,86,56.97,0,0,0,3,1
WPUJC Vaas,1994-2008,321,219,72,2018,50*,13.72,2785,72.45,0,1,25,127,22
JDF Vandersay,2015-2022,19,12,2,89,25,8.90,212,41.98,0,0,2,3,0
MG Vandort,2006-2006,1,1,0,48,48,48.00,117,41.02,0,0,0,3,0
KDK Vithanage,2013-2014,6,6,1,75,27,15.00,90,83.33,0,0,0,11,0
DM Vonhagt,1985-1985,1,1,0,8,8,8.00,17,47.05,0,0,0,1,0
B Warnapura,1975-1982,12,12,0,180,77,15.00,415,43.37,0,1,1,21+,0
SM Warnapura,2007-2008,3,3,0,35,30,11.66,76,46.05,0,0,1,5,0
KPJ Warnaweera,1990-1993,6,3,3,1,1*,-,11,9.09,0,0,0,0,0
AP Weerakkody,1994-1994,1,1,0,2,2,2.00,4,50.00,0,0,0,0,0
DS Weerakkody,2017-2017,3,3,0,73,58,24.33,66,110.60,0,1,0,9,1
S Weerakoon,2012-2012,2,-,-,-,-,-,-,-,-,-,-,-,-
K Weeraratne,2000-2008,15,9,1,160,41,20.00,177,90.39,0,0,0,10,3
UWMBCA Welegedara,2009-2010,10,3,2,4,2*,4.00,9,44.44,0,0,0,0,0
DN Wellalage,2022-2022,5,3,0,43,20,14.33,72,59.72,0,0,0,2,1
MD Wettimuny,1983-1983,1,1,0,2,2,2.00,11,18.18,0,0,0,0,0
S Wettimuny,1982-1987,35,33,1,786,86*,24.56,1636,48.04,0,4,1,46+,2+
SRD Wettimuny,1975-1979,3,3,1,136,67,68.00,242,56.19,0,2,0,16,0
RPAH Wickramaratne,1993-1993,3,2,0,4,3,2.00,6,66.66,0,0,0,0,0
GP Wickramasinghe,1990-2002,134,64,24,344,32,8.60,543,63.35,0,0,12,17,2
AGD Wickremasinghe,1992-1993,4,1,0,2,2,2.00,10,20.00,0,0,0,0,0
KIW Wijegunawardene,1988-1992,26,12,5,20,8*,2.85,55,36.36,0,0,4,0,0
RGCE Wijesuriya,1982-1985,8,3,2,18,12*,18.00,48,37.50,0,0,1,0,0
DNT Zoysa,1997-2007,95,47,21,343,47*,13.19,358,95.81,0,0,5,29,7
