PlayerName,playYear,PlayingMatch,innings,Notout,runs,HighstScores,avarage,ballsFaced,BattingSR,Hundreds,fiftes,ducks,four,sixes
SP Fleming,1994-2007,279,268,21,8007,134*,32.41,11214,71.40,8,49,17,822,63
DR Flynn,2008-2012,20,17,2,228,35,15.20,360,63.33,0,0,3,23,2
JEC Franklin,2001-2013,110,80,27,1270,98*,23.96,1651,76.92,0,4,5,97,17
TJ Franklin,1983-1988,3,3,0,27,21,9.00,89,30.33,0,0,1,0,0
PG Fulton,2004-2009,49,46,5,1334,112,32.53,1833,72.77,1,8,2,111,20
LK Germon,1994-1997,37,31,5,519,89,19.96,787,65.94,0,3,2,28,1
MR Gillespie,2006-2009,32,14,8,93,28,15.50,118,78.81,0,0,1,8,1
SR Gillespie,1986-1988,19,11,5,70,18*,11.66,106,66.03,0,0,1,4,1
EJ Gray,1984-1988,10,7,1,98,38,16.33,230,42.60,0,0,0,6,0
MJ Greatbatch,1988-1996,84,83,5,2206,111,28.28,3099,71.18,2,13,7,177,38
MJ Guptill,2009-2022,198,195,19,7346,237*,41.73,8415,87.29,18,39,16,750,187
BG Hadlee,1975-1975,2,2,1,26,19,26.00,93,27.95,0,0,0,1,0
DR Hadlee,1973-1976,11,7,2,40,20,8.00,85,47.05,0,0,3,3,0
RJ Hadlee,1973-1990,115,98,17,1751,79,21.61,2319,75.50,0,4,4,123+,25+
LJ Hamilton,2005-2005,2,2,2,3,2*,-,6,50.00,0,0,0,0,0
CZ Harris,1990-2004,250,213,62,4379,130,29.00,6583,66.51,1,16,12,275,43
MN Hart,1994-2002,13,8,0,61,16,7.62,101,60.39,0,0,1,3,1
RG Hart,2002-2002,2,1,0,0,0,0.00,9,0.00,0,0,1,0,0
RT Hart,1985-1985,1,1,0,3,3,3.00,29,10.34,0,0,0,0,0
BR Hartland,1992-1994,16,16,1,311,68*,20.73,623,49.91,0,2,1,28,0
MJ Haslam,1992-1992,1,1,0,9,9,9.00,18,50.00,0,0,0,0,0
BF Hastings,1973-1975,11,9,1,151,37,18.87,271,55.71,0,0,1,14+,0+
RL Hayes,1995-1995,1,1,0,13,13,13.00,25,52.00,0,0,0,1,0
MJ Henry,2014-2022,62,25,8,223,48*,13.11,240,92.91,0,0,4,19,9
PA Hitchcock,2002-2008,14,7,3,41,11*,10.25,61,67.21,0,0,1,3,1
GJ Hopkins,2004-2010,25,17,1,236,45,14.75,311,75.88,0,0,3,19,2
MJ Horne,1997-2002,50,48,0,980,74,20.41,1515,64.68,0,5,3,99,5
PA Horne,1987-1987,4,4,0,50,18,12.50,122,40.98,0,0,1,3,0
JM How,2005-2011,41,37,1,1046,139,29.05,1572,66.53,1,7,3,117,7
GP Howarth,1975-1985,70,65,5,1384,76,23.06,2301,60.14,0,6,1,116+,3+
HJ Howarth,1973-1975,9,5,2,18,11,6.00,26,69.23,0,0,1,1+,0+
LG Howell,1998-1998,12,12,0,287,68,23.91,388,73.96,0,4,1,31,4
PJ Ingram,2010-2010,8,7,0,193,69,27.57,238,81.09,0,1,0,30,0
KA Jamieson,2020-2022,8,3,2,34,25*,34.00,31,109.67,0,0,0,2,2
AH Jones,1987-1995,87,87,9,2784,93,35.69,4811,57.86,0,25,4,199,8
RA Jones,2003-2003,5,5,0,168,63,33.60,329,51.06,0,1,0,14,2
RJ Kennedy,1996-1996,7,4,3,17,8*,17.00,15,113.33,0,0,0,2,0
CM Kuggeleijn,1988-1989,16,11,2,142,40,15.77,223,63.67,0,0,1,7,1
SC Kuggeleijn,2017-2017,2,1,1,11,11*,-,6,183.33,0,0,0,1,0
GR Larsen,1990-1999,121,70,27,629,37,14.62,970,64.84,0,0,6,29,9
RT Latham,1990-1994,33,33,4,583,60,20.10,1008,57.83,0,1,3,50,1
TWM Latham,2012-2022,114,106,13,3237,140*,34.80,3820,84.73,6,18,9,272,44
WK Lees,1979-1983,31,24,5,215,26,11.31,307,70.03,0,0,1,11+,4
MJ McClenaghan,2013-2016,48,14,10,108,34*,27.00,138,78.26,0,0,0,10,3
BB McCullum,2002-2016,260,228,28,6083,166,30.41,6312,96.37,5,32,20,577,200
NL McCullum,2009-2015,84,62,11,1070,65,20.98,1220,87.70,0,4,3,69,33
PE McEwan,1980-1985,17,15,0,204,41,13.60,346,58.95,0,0,0,11+,0+
PD McGlashan,2009-2009,4,2,1,63,56*,63.00,51,123.52,0,1,0,6,1
AJ McKay,2010-2012,19,10,7,12,4*,4.00,47,25.53,0,0,3,0,0
BJ McKechnie,1975-1981,14,8,4,54,27,13.50,145,37.24,0,0,1,4+,0+
CD McMillan,1997-2007,197,183,16,4707,117,28.18,6198,75.94,3,28,9,373,84
EB McSweeney,1986-1987,16,14,5,73,18*,8.11,119,61.34,0,0,2,3,2
HJH Marshall,2003-2007,66,62,9,1454,101*,27.43,1990,73.06,1,12,3,98,8
JAH Marshall,2005-2008,10,10,0,250,161,25.00,313,79.87,1,1,2,19,4
CS Martin,2001-2008,20,7,2,8,3,1.60,27,29.62,0,0,2,0,0
MJ Mason,2003-2010,26,7,4,24,13*,8.00,45,53.33,0,0,1,3,0
AW Mathieson,2015-2015,1,1,1,0,0*,-,0,-,0,0,0,0,0
JP Millmow,1990-1990,5,1,1,0,0*,-,3,0.00,0,0,0,0,0
KD Mills,2001-2015,170,101,34,1047,54,15.62,1282,81.66,0,2,8,76,38
AF Milne,2012-2017,40,17,7,168,36,16.80,165,101.81,0,0,2,11,4
DJ Mitchell,2021-2022,10,9,3,362,100*,60.33,391,92.58,1,2,0,35,6
DK Morrison,1987-1996,96,43,24,171,20*,9.00,400,42.75,0,0,7,8,2
JFM Morrison,1975-1983,18,15,3,252,55,21.00,472,53.38,0,1,0,22+,1+
C Munro,2013-2019,57,53,2,1271,87,24.92,1214,104.69,0,8,7,138,36
DJ Murray,1994-1994,1,1,0,3,3,3.00,17,17.64,0,0,0,0,0
DJ Nash,1992-2002,81,53,13,624,42,15.60,940,66.38,0,0,3,28,5
JDS Neesham,2013-2022,71,61,11,1409,97*,28.18,1424,98.94,0,6,2,123,35
TS Nethula,2012-2012,5,3,1,12,9*,6.00,11,109.09,0,0,1,1,0
CJ Nevin,2000-2003,37,36,0,732,74,20.33,1000,73.20,0,4,4,82,3
HM Nicholls,2015-2022,58,56,11,1590,124*,35.33,1928,82.46,1,13,5,147,14
RJ Nicol,2011-2013,22,21,2,586,146,30.84,776,75.51,2,2,2,53,13
IE O'Brien,2008-2009,10,2,2,3,3*,-,11,27.27,0,0,0,0,0
SB O'Connor,1997-2000,38,13,6,24,8,3.42,91,26.37,0,0,3,1,1
JDP Oram,2001-2012,160,116,15,2434,101*,24.09,2810,86.61,1,13,8,182,81
DR O'Sullivan,1974-1976,3,2,1,2,1*,2.00,5,40.00,0,0,0,0,0
MB Owens,1992-1992,1,1,0,0,0,0.00,3,0.00,0,0,1,0,0
MHW Papps,2004-2005,6,6,2,207,92*,51.75,342,60.52,0,2,0,24,0
JM Parker,1974-1981,24,20,0,248,66,12.40,403,61.53,0,1,1,17+,0+
NM Parker,1976-1976,1,1,0,0,0,0.00,3,0.00,0,0,1,0,0
AC Parore,1992-2002,179,161,32,3314,108,25.68,4867,68.09,1,14,19,169,36
DN Patel,1987-1997,75,63,10,623,71,11.75,868,71.77,0,1,6,37,7
JS Patel,2005-2017,43,15,8,95,34,13.57,162,58.64,0,0,1,5,2
AJ Penn,1997-2001,5,3,1,23,15,11.50,33,69.69,0,0,0,0,0
RG Petrie,1990-1991,12,8,3,65,21,13.00,109,59.63,0,0,1,2,0
GD Phillips,2022-2022,6,5,0,157,47,31.40,163,96.31,0,0,0,13,6
V Pollard,1973-1974,3,2,0,67,55,33.50,145,46.20,0,1,0,9,1
MW Priest,1990-1998,18,14,4,103,24,10.30,225,45.77,0,0,2,1,0
C Pringle,1990-1995,64,41,19,193,34*,8.77,256,75.39,0,0,3,8,5
SHA Rance,2017-2017,2,-,-,-,-,-,-,-,-,-,-,-,-
AJ Redmond,2009-2010,6,6,0,152,52,25.33,259,58.68,0,1,0,19,0
RE Redmond,1973-1973,2,1,0,3,3,3.00,11,27.27,0,0,0,0,0
JF Reid,1980-1986,25,24,1,633,88,27.52,1084,58.39,0,4,0,29+,2
RB Reid,1988-1991,9,9,0,248,64,27.55,448,55.35,0,2,0,25,1
MH Richardson,2002-2002,4,4,0,42,26,10.50,97,43.29,0,0,1,4,0
ADG Roberts,1976-1976,1,1,0,16,16,16.00,24,66.66,0,0,0,-,-
SJ Roberts,1990-1990,2,1,1,1,1*,-,2,50.00,0,0,0,0,0
GK Robertson,1981-1989,10,6,0,49,17,8.16,48,102.08,0,0,1,1+,0+
L Ronchi,2013-2017,81,66,9,1321,170*,23.17,1183,111.66,1,3,7,143,37
HD Rutherford,2013-2013,4,4,0,15,11,3.75,56,26.78,0,0,0,2,0
KR Rutherford,1985-1995,121,115,9,3143,108,29.65,4888,64.30,2,18,6,223,17
JD Ryder,2008-2014,48,42,1,1362,107,33.21,1429,95.31,3,6,5,152,38
MJ Santner,2015-2022,84,64,26,1057,67,27.81,1208,87.50,0,2,3,76,29
TL Seifert,2019-2019,3,2,0,33,22,16.50,27,122.22,0,0,0,2,1
MS Sinclair,2000-2009,54,50,4,1304,118*,28.34,2086,62.51,2,8,8,112,5
IDS Smith,1980-1992,98,77,16,1055,62*,17.29,1061,99.43,0,3,7,93+,10+
MC Snedden,1980-1990,93,54,19,535,64,15.28,843,63.46,0,1,4,32+,1+
IS Sodhi,2015-2022,37,17,4,137,25,10.53,169,81.06,0,0,4,6,7
TG Southee,2008-2022,148,90,33,705,55,12.36,731,96.44,0,1,12,55,26
CM Spearman,1995-2001,51,50,0,936,86,18.72,1202,77.87,0,5,6,123,9
SL Stewart,2010-2010,4,4,0,26,14,6.50,59,44.06,0,0,0,2,0
DA Stirling,1984-1984,6,5,2,21,13*,7.00,39,53.84,0,0,0,1,0
LW Stott,1979-1979,1,-,-,-,-,-,-,-,-,-,-,-,-
SB Styris,1999-2011,188,161,23,4483,141,32.48,5645,79.41,4,28,9,353,68
ML Su'a,1992-1995,12,7,2,24,12*,4.80,56,42.85,0,0,0,1,0
GP Sulzberger,2000-2000,3,2,1,9,6*,9.00,15,60.00,0,0,0,0,0
AR Tait,1998-1999,5,5,2,35,13*,11.66,32,109.37,0,0,0,2,1
BR Taylor,1973-1973,2,1,0,22,22,22.00,42,52.38,0,0,0,4,0
LRPL Taylor,2006-2022,236,220,39,8607,181*,47.55,10330,83.32,21,51,9,713,147
EP Thompson,2009-2009,1,-,-,-,-,-,-,-,-,-,-,-,-
SA Thomson,1990-1996,56,52,10,964,83,22.95,1427,67.55,0,5,2,63,8
BM Tickner,2022-2022,6,2,2,1,1*,-,3,33.33,0,0,0,0,0
GB Troup,1976-1985,22,12,8,101,39,25.25,140,72.14,0,0,0,7,2
DR Tuffey,2000-2010,94,52,21,295,36,9.51,372,79.30,0,0,7,23,7
GM Turner,1973-1983,41,40,6,1598,171*,47.00,2348,68.05,3,9,1,156+,7+
RG Twose,1995-2001,87,81,11,2717,103,38.81,3603,75.40,1,20,5,240,33
RH Vance,1988-1989,8,8,0,248,96,31.00,481,51.55,0,1,0,10,3
JTC Vaughan,1992-1996,18,16,7,162,33,18.00,261,62.06,0,0,0,7,0
DL Vettori,1997-2015,291,183,55,2201,83,17.19,2657,82.83,0,4,22,173,15
L Vincent,2001-2007,102,99,10,2413,172,27.11,3453,69.88,3,11,8,222,37
GE Vivian,1973-1973,1,1,0,14,14,14.00,30,46.66,0,0,0,-,-
KJ Wadsworth,1973-1976,13,10,1,258,104,28.66,334,77.24,1,0,1,28+,3+
BGK Walker,2000-2002,11,7,4,47,16*,15.66,79,59.49,0,0,0,3,0
MDJ Walker,2003-2003,3,1,0,10,10,10.00,6,166.66,0,0,0,2,0
KP Walmsley,2003-2003,2,-,-,-,-,-,-,-,-,-,-,-,-
BJ Watling,2010-2018,28,25,2,573,96*,24.91,838,68.37,0,5,3,58,3
W Watson,1986-1994,61,24,13,86,21,7.81,180,47.77,0,0,3,6,2
PN Webb,1983-1984,5,5,1,38,10*,9.50,101,37.62,0,0,0,4,0
RJ Webb,1983-1983,3,1,1,6,6*,-,10,60.00,0,0,0,1,0
BM Wheeler,2015-2015,6,4,4,58,39*,-,47,123.40,0,0,0,4,3
DJ White,1990-1990,3,3,0,37,15,12.33,97,38.14,0,0,0,1,0
KS Williamson,2010-2022,155,148,14,6296,148,46.98,7786,80.86,13,39,5,572,50
JW Wilson,1993-2005,6,6,1,103,44*,20.60,112,91.96,0,0,1,7,1
PJ Wiseman,1998-2003,15,7,5,45,16,22.50,83,54.21,0,0,0,3,1
WA Wisneski,2000-2000,3,2,1,10,6,10.00,17,58.82,0,0,0,1,0
LJ Woodcock,2011-2011,4,2,1,14,11,14.00,22,63.63,0,0,0,1,0
GH Worker,2015-2018,10,10,2,272,58,34.00,379,71.76,0,3,0,23,3
JG Wright,1978-1992,149,148,1,3891,101,26.46,6804,57.18,1,24,9,370+,15+
BA Young,1990-1999,74,73,5,1668,74,24.52,2733,61.03,0,9,5,164,2
WA Young,2021-2022,8,8,2,240,120,40.00,260,92.30,2,0,1,16,7
