PlayerName,playYear,PlayingMatch,innings,Notout,runs,HighstScores,avarage,ballsFaced,BattingSR,Hundreds,fiftes,ducks,four,sixes
CD Collymore,1999-2007,84,35,17,104,13*,5.77,261,39.84,0,0,8,5,2
SS Cottrell,2015-2021,38,19,11,88,17,11.00,130,67.69,0,0,2,6,4
RT Crandon,2009-2009,1,1,0,5,5,5.00,9,55.55,0,0,0,1,0
CEH Croft,1977-1981,19,6,4,18,8,9.00,38,47.36,0,0,0,1,0
CE Cuffy,1994-2002,41,22,8,62,17*,4.42,125,49.60,0,0,5,3,1
ML Cummins,2014-2017,11,3,1,10,5,5.00,27,37.03,0,0,0,1,0
AC Cummins,1991-1995,63,41,11,459,44*,15.30,551,83.30,0,0,3,31,5
WW Daniel,1978-1984,18,5,4,49,16*,49.00,56,87.50,0,0,0,4,0
WW Davis,1983-1988,35,5,3,28,10,14.00,53,52.83,0,0,0,1,0
J Da Silva,2021-2021,2,2,0,14,9,7.00,35,40.00,0,0,0,1,0
N Deonarine,2005-2015,31,29,3,682,65*,26.23,989,68.95,0,4,0,57,9
R Dhanraj,1994-1995,6,2,1,8,8,8.00,32,25.00,0,0,0,0,0
M Dillon,1997-2005,108,51,20,227,21*,7.32,411,55.23,0,0,9,11,3
TM Dowlin,2009-2010,11,11,2,228,100*,25.33,348,65.51,1,1,2,20,1
SO Dowrich,2019-2019,1,1,0,6,6,6.00,8,75.00,0,0,0,1,0
VC Drakes,1995-2004,34,17,5,94,25,7.83,174,54.02,0,0,2,6,0
PJL Dujon,1981-1991,169,120,36,1945,82*,23.15,2881,67.51,0,6,8,139+,7+
FH Edwards,2003-2009,50,22,14,73,13,9.12,160,45.62,0,0,2,5,0
KA Edwards,2011-2014,16,16,2,331,123*,23.64,494,67.00,1,0,3,23,7
RR Emrit,2007-2007,2,2,1,13,13,13.00,35,37.14,0,0,0,1,0
SE Findlay,2008-2009,9,8,1,146,59*,20.85,194,75.25,0,1,0,14,5
ADS Fletcher,2008-2016,25,25,0,354,54,14.16,549,64.48,0,2,3,42,7
MLC Foster,1973-1973,2,1,0,25,25,25.00,62,40.32,0,0,0,4,0
RC Fredericks,1973-1977,12,12,0,311,105,25.91,440,70.68,1,1,0,27+,1+
RS Gabriel,1984-1984,11,11,0,167,41,15.18,360,46.38,0,0,2,16,3
ST Gabriel,2016-2019,25,16,9,24,12*,3.42,63,38.09,0,0,4,1,0
D Ganga,1999-2006,35,34,1,843,71,25.54,1414,59.61,0,9,5,69,7
J Garner,1977-1987,98,41,15,239,37,9.19,360,66.38,0,0,5,6+,4+
LV Garrick,2001-2001,3,3,0,99,76,33.00,204,48.52,0,1,0,8,0
CH Gayle,1999-2019,298,291,17,10425,215,38.04,11960,87.16,25,53,24,1120,330
LR Gibbs,1973-1975,3,1,1,0,0*,-,0,-,0,0,0,0,0
OD Gibson,1995-1997,15,11,1,141,52,14.10,138,102.17,0,1,1,10,3
HA Gomes,1978-1987,83,64,15,1415,101,28.87,2578,54.88,1,6,5,73+,4+
AH Gray,1985-1991,25,11,5,51,10*,8.50,77,66.23,0,0,1,4,0
JP Greaves,2022-2022,3,3,0,29,12,9.66,85,34.11,0,0,0,2,0
AE Greenidge,1978-1978,1,1,0,23,23,23.00,33,69.69,0,0,0,4,0
CG Greenidge,1975-1991,128,127,13,5134,133*,45.03,7908,64.92,11,31,3,470+,81+
AFG Griffith,1996-2000,9,8,1,99,47,14.14,177,55.93,0,0,0,5,1
JN Hamilton,2021-2021,1,1,0,5,5,5.00,16,31.25,0,0,0,0,0
KJ Harding,2021-2021,1,1,1,1,1*,-,1,100.00,0,0,0,0,0
RA Harper,1983-1996,105,73,20,855,45*,16.13,1162,73.58,0,0,5,53,18
DL Haynes,1978-1994,238,237,28,8648,152*,41.37,13707,63.09,17,57,13,768+,53+
RC Haynes,1989-1991,8,6,1,26,18,5.20,66,39.39,0,0,2,1,0
RGA Headley,1973-1973,1,1,0,19,19,19.00,41,46.34,0,0,0,2,0
C Hemraj,2018-2018,6,6,0,82,32,13.66,98,83.67,0,0,0,13,2
SO Hetmyer,2017-2021,47,44,3,1447,139,35.29,1360,106.39,5,4,2,111,52
RO Hinds,2001-2004,14,9,3,101,18*,16.83,170,59.41,0,0,0,11,0
WW Hinds,1999-2010,119,111,10,2880,127*,28.51,4393,65.55,5,14,8,261,50
CK Holder,2021-2021,1,1,1,0,0*,-,3,0.00,0,0,0,0,0
JO Holder,2013-2022,131,107,23,2042,99*,24.30,2256,90.51,0,11,11,147,64
RIC Holder,1993-1997,37,31,6,599,65,23.96,876,68.37,0,2,4,35,3
VA Holder,1973-1978,12,6,1,64,30,12.80,85,75.29,0,0,1,4,2
MA Holding,1976-1987,102,42,11,282,64,9.09,377,74.80,0,2,9,22+,5+
CL Hooper,1987-2003,227,206,43,5761,113*,35.34,7517,76.63,7,29,7,409,65
KA Hope,2017-2017,7,6,0,138,46,23.00,192,71.87,0,0,0,20,0
SD Hope,2016-2022,104,99,11,4308,170,48.95,5768,74.68,13,21,5,360,62
AJ Hosein,2021-2022,29,22,5,234,60,13.76,304,76.97,0,1,3,13,10
RO Hurley,2003-2004,9,4,0,13,6,3.25,32,40.62,0,0,1,0,0
DP Hyatt,2011-2011,9,9,1,112,39,14.00,188,59.57,0,0,1,8,6
RD Jacobs,1996-2004,147,112,32,1865,80*,23.31,2662,70.06,0,9,11,118,27
JNT Seales,2022-2022,7,3,2,16,16*,16.00,29,55.17,0,0,1,0,0
KCB Jeremy,2000-2001,6,4,2,17,8*,8.50,42,40.47,0,0,1,2,0
LR Johnson,2008-2015,6,6,0,98,51,16.33,175,56.00,0,1,1,10,2
AS Joseph,2016-2022,54,31,13,332,49,18.44,464,71.55,0,0,4,25,14
SC Joseph,2000-2005,13,11,1,161,58,16.10,302,53.31,0,1,2,11,2
BD Julien,1973-1977,12,8,2,86,26*,14.33,148,58.10,0,0,1,6+,0+
AI Kallicharran,1973-1981,31,28,4,826,78,34.41,1329,62.15,0,6,0,67+,3+
RB Kanhai,1973-1975,7,5,2,164,55,54.66,273,60.07,0,2,0,19,1
BA King,2019-2022,20,20,2,431,91*,23.94,568,75.88,0,3,3,40,11
CL King,1976-1980,18,14,2,280,86,23.33,267,104.86,0,1,2,20+,8+
RD King,1998-2005,50,23,14,65,12*,7.22,203,32.01,0,0,5,1,0
CB Lambert,1990-1998,11,11,0,368,119,33.45,456,80.70,1,2,1,41,6
BC Lara,1990-2007,295,285,32,10348,169,40.90,12996,79.62,19,62,14,1039,133
JJC Lawson,2001-2005,13,5,2,18,8,6.00,16,112.50,0,0,0,2,0
E Lewis,2016-2021,57,54,4,1847,176*,36.94,2226,82.97,4,10,3,185,52
RN Lewis,1997-2009,28,21,5,291,49,18.18,367,79.29,0,0,1,14,10
SH Lewis,2022-2022,1,-,-,-,-,-,-,-,-,-,-,-,-
CH Lloyd,1973-1985,87,69,19,1977,102,39.54,2434,81.22,1,11,1,160+,30+
AL Logie,1981-1993,158,133,36,2809,109*,28.95,3801,73.90,1,14,13,209+,9+
AM McCarthy,2021-2021,2,2,0,15,12,7.50,41,36.58,0,0,0,1,0
OC McCoy,2018-2018,2,1,1,0,0*,-,1,0.00,0,0,0,0,0
NC McGarrell,1998-2001,17,10,2,60,19,7.50,98,61.22,0,0,2,3,1
NAM McLean,1996-2003,45,34,8,314,50*,12.07,383,81.98,0,1,7,26,7
MD Marshall,1980-1992,136,83,19,955,66,14.92,1246,76.64,0,2,5,63+,14+
XM Marshall,2005-2009,24,24,3,375,157*,17.85,545,68.80,1,0,5,38,13
A Martin,2011-2011,9,6,5,10,4*,10.00,29,34.48,0,0,0,0,0
EH Mattis,1981-1981,2,2,0,86,62,43.00,190,45.26,0,1,0,6,0
KR Mayers,2021-2022,17,16,0,486,120,30.37,544,89.33,2,1,3,54,15
NO Miller,2008-2018,50,27,13,284,51,20.28,359,79.10,0,1,4,23,4
D Mohammed,2006-2008,7,1,1,0,0*,-,2,0.00,0,0,0,0,0
JN Mohammed,2011-2021,36,31,2,630,91*,21.72,941,66.95,0,4,2,51,10
RS Morton,2002-2010,56,51,6,1519,110*,33.75,2289,66.36,2,10,7,123,15
EA Moseley,1990-1991,9,6,2,7,2*,1.75,15,46.66,0,0,2,0,0
G Motie,2022-2022,4,3,0,15,7,5.00,27,55.55,0,0,0,1,0
DA Murray,1973-1981,10,7,2,45,35,9.00,140,32.14,0,0,1,6,0
DL Murray,1973-1980,26,17,5,294,61*,24.50,468,62.82,0,2,0,18+,2+
JR Murray,1992-1999,55,36,6,678,86,22.60,929,72.98,0,5,4,63,6
MV Nagamootoo,2000-2002,24,18,6,162,33,13.50,270,60.00,0,0,1,17,1
SP Narine,2011-2016,65,45,12,363,36,11.00,441,82.31,0,0,8,36,12
BP Nash,2008-2009,9,7,3,104,39*,26.00,141,73.75,0,0,0,11,1
AR Nurse,2016-2019,54,40,14,502,44,19.30,513,97.85,0,0,2,44,12
KY Ottley,2021-2021,2,2,0,25,24,12.50,52,48.07,0,0,0,2,1
BA Parchment,2007-2008,7,7,0,122,48,17.42,217,56.22,0,0,0,16,1
DR Parry,1978-1980,6,5,1,61,32,15.25,77,79.22,0,0,0,3+,0+
NT Pascal,2009-2009,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0
BP Patterson,1986-1993,59,20,15,44,13*,8.80,101,43.56,0,0,1,1,1
KMA Paul,2018-2022,23,17,5,266,46,22.16,287,92.68,0,0,2,22,10
TRO Payne,1984-1987,7,4,0,126,60,31.50,240,52.50,0,1,0,11,0
V Permaul,2012-2017,7,4,1,19,10,6.33,26,73.07,0,0,0,1,0
NO Perry,1999-2000,21,16,8,212,52*,26.50,340,62.35,0,1,2,12,0
A Phillip,2021-2022,5,2,1,22,21*,22.00,25,88.00,0,0,0,0,1
N Phillip,1978-1978,1,1,0,0,0,0.00,5,0.00,0,0,1,0,0
K Pierre,2019-2020,3,2,0,39,21,19.50,47,82.97,0,0,0,4,1
KA Pollard,2007-2022,123,113,9,2706,119,26.01,2866,94.41,3,13,15,171,135
N Pooran,2019-2022,52,49,6,1555,118,36.16,1618,96.10,1,11,3,122,61
DBL Powell,2002-2009,55,25,3,118,48*,5.36,164,71.95,0,0,8,4,5
KOA Powell,2009-2018,46,44,0,1005,83,22.84,1278,78.63,0,9,4,115,15
R Powell,2016-2022,45,42,3,897,101,23.00,1080,83.05,1,2,2,57,38
RL Powell,1999-2005,109,100,16,2085,124,24.82,2157,96.66,1,8,8,185,75
MR Pydanna,1980-1983,3,1,1,2,2*,-,3,66.66,0,0,0,0,0
RR Ramdass,2005-2005,1,1,0,1,1,1.00,9,11.11,0,0,0,0,0
D Ramdin,2005-2016,139,110,22,2200,169,25.00,2738,80.35,2,8,4,165,31
D Ramnarine,1997-2001,4,3,0,5,2,1.66,13,38.46,0,0,0,0,0
R Rampaul,2003-2015,92,40,11,362,86*,12.48,472,76.69,0,1,3,33,13
FL Reifer,1997-2009,8,8,0,117,40,14.62,229,51.09,0,0,0,10,2
RA Reifer,2019-2021,5,4,0,36,27,9.00,71,50.70,0,0,1,1,0
ACL Richards,2007-2007,1,1,0,2,2,2.00,2,100.00,0,0,0,0,0
DM Richards,2009-2010,8,7,0,179,59,25.57,251,71.31,0,2,0,21,3
IVA Richards,1975-1991,187,167,24,6721,189*,47.00,7451,90.20,11,45,7,600+,126+
RB Richardson,1983-1996,224,217,30,6248,122,33.41,9801,63.74,5,44,8,541+,54+
KAJ Roach,2008-2022,95,60,36,308,34,12.83,594,51.85,0,0,9,24,6
AME Roberts,1975-1983,56,32,9,231,37*,10.04,357,64.70,0,0,3,12+,3+
FA Rose,1997-2000,27,23,5,217,30,12.05,265,81.88,0,0,2,15,6
LG Rowe,1975-1980,11,8,0,136,60,17.00,244,55.73,0,1,0,11+,0
AD Russell,2011-2019,56,47,9,1034,92*,27.21,794,130.22,0,4,6,94,57
DJG Sammy,2004-2015,126,105,30,1871,89,24.94,1870,100.05,0,9,4,145,84
MN Samuels,2000-2018,207,196,26,5606,133*,32.97,7463,75.11,10,30,11,526,118
RG Samuels,1996-1997,8,5,2,54,36*,18.00,63,85.71,0,0,0,5,1
RR Sarwan,2000-2013,181,169,33,5804,120*,42.67,7663,75.74,5,38,8,480,58
KF Semple,1999-1999,7,6,0,64,23,10.66,165,38.78,0,0,0,3,1
R Shepherd,2019-2022,18,14,2,213,50,17.75,226,94.24,0,1,0,17,7
IT Shillingford,1978-1978,2,2,0,30,24,15.00,38,78.94,0,0,0,4,0
S Shivnarine,1978-1978,1,1,1,20,20*,-,43,46.51,0,0,0,1,0
LMP Simmons,2006-2015,68,65,3,1958,122,31.58,2680,73.05,2,16,9,162,50
PV Simmons,1987-1999,143,138,11,3675,122,28.93,5407,67.96,5,18,14,376+,44+
K Sinclair,2022-2022,3,1,1,3,3*,-,4,75.00,0,0,0,0,0
MA Small,1984-1984,2,-,-,-,-,-,-,-,-,-,-,-,-
DR Smith,2004-2015,105,89,5,1560,97,18.57,1683,92.69,0,8,14,142,64
DS Smith,2003-2013,47,45,2,1059,107,24.62,1506,70.31,1,5,4,110,9
OF Smith,2022-2022,5,5,1,144,46,36.00,75,192.00,0,0,0,8,14
GS Sobers,1973-1973,1,1,0,0,0,0.00,6,0.00,0,0,1,0,0
CEL Stuart,2001-2001,5,1,1,3,3*,-,13,23.07,0,0,0,0,0
JE Taylor,2003-2017,90,42,9,278,43*,8.42,323,86.06,0,0,7,31,5
DC Thomas,2009-2013,21,19,2,238,37,14.00,364,65.38,0,0,3,19,2
O Thomas,2018-2020,20,10,5,13,6*,2.60,53,24.52,0,0,3,1,0
PIC Thompson,1997-1997,2,1,0,2,2,2.00,7,28.57,0,0,0,0,0
GC Tonge,2009-2009,5,4,2,10,5,5.00,16,62.50,0,0,0,1,0
CM Tuckett,1998-1998,1,-,-,-,-,-,-,-,-,-,-,-,-
PA Wallace,1991-2000,33,33,0,701,103,21.24,1151,60.90,1,2,4,81,14
CA Walsh,1985-2000,205,79,33,321,30,6.97,451,71.17,0,0,11,23+,9+
HR Walsh,2019-2022,21,11,3,128,46*,16.00,177,72.31,0,0,0,15,1
CAK Walton,2009-2017,9,8,0,53,19,6.62,86,61.62,0,0,4,7,0
D Williams,1988-1997,36,23,7,147,32*,9.18,242,60.74,0,0,4,11,0
KOK Williams,2017-2018,8,5,4,19,16*,19.00,27,70.37,0,0,0,1,0
LR Williams,1996-2001,15,13,2,124,41,11.27,186,66.66,0,0,2,10,0
SC Williams,1994-1999,57,55,6,1586,105*,32.36,2402,66.02,1,12,6,177,12
