PlayerName,playYear,PlayingMatch,innings,Notout,runs,HighstScores,avarage,ballsFaced,BattingSR,Hundreds,fiftes,ducks,four,sixes
I Kaia,2022-2022,11,11,0,290,110,26.36,448,64.73,1,1,0,30,3
R Kaia,2015-2015,1,-,-,-,-,-,-,-,-,-,-,-,-
T Kaitano,2022-2022,8,8,0,126,42,15.75,186,67.74,0,0,2,16,2
TP Kamungozi,2006-2015,14,11,6,27,12*,5.40,55,49.09,0,0,2,5,0
TS Kamunhukamwe,2018-2021,7,7,0,94,51,13.42,139,67.62,0,1,1,9,4
F Kasteni,2007-2007,3,3,0,18,9,6.00,42,42.85,0,0,1,1,0
GA Lamb,2010-2011,15,14,3,197,37,17.90,381,51.70,0,0,1,6,1
ACI Lock,1996-1996,8,3,2,8,5,8.00,20,40.00,0,0,0,1,0
AJ Mackay,2001-2001,3,-,-,-,-,-,-,-,-,-,-,-,-
C Madande,2022-2022,1,1,0,24,24,24.00,45,53.33,0,0,0,4,0
W Madhevere,2020-2022,25,24,0,485,72,20.20,649,74.73,0,4,1,43,3
N Madziva,2014-2016,12,12,3,67,25,7.44,138,48.55,0,0,2,6,0
TN Madondo,1998-2001,13,13,1,191,71,15.91,331,57.70,0,1,2,23,1
NB Mahwire,2004-2006,23,19,8,117,22*,10.63,249,46.98,0,0,2,5,2
A Maregwede,2003-2005,11,11,1,124,37,12.40,218,56.88,0,0,1,10,2
DA Marillier,2000-2003,48,41,4,672,100,18.16,949,70.81,1,3,4,62,7
GC Martin,1994-1995,5,4,0,31,16,7.75,65,47.69,0,0,0,0,0
T Maruma,2007-2021,22,18,1,196,35,11.52,330,59.39,0,0,1,14,6
T Marumani,2021-2022,9,9,0,139,45,15.44,235,59.14,0,0,1,14,1
H Masakadza,2001-2019,209,208,4,5658,178*,27.73,7728,73.21,5,34,15,585,86
SW Masakadza,2010-2014,16,11,3,170,45*,21.25,177,96.04,0,0,1,17,8
WP Masakadza,2015-2022,24,14,2,67,15,5.58,151,44.37,0,0,4,6,0
PS Masvaure,2018-2018,2,2,0,40,39,20.00,60,66.66,0,0,0,2,0
EZ Matambanadzo,1996-1997,7,5,3,8,5*,4.00,33,24.24,0,0,1,0,0
S Matsikenyeri,2002-2015,113,110,9,2224,90,22.01,3072,72.39,0,13,8,209,18
B Mavuta,2018-2019,7,5,1,52,20,13.00,47,110.63,0,0,1,5,1
TMK Mawoyo,2006-2014,7,7,0,58,15,8.28,160,36.25,0,0,1,4,0
M Mbangwa,1996-2002,29,13,6,34,11,4.85,56,60.71,0,0,2,2,1
MA Meman,1987-1987,1,1,0,19,19,19.00,22,86.36,0,0,0,2,0
KO Meth,2006-2012,11,8,0,106,53,13.25,183,57.92,0,1,2,10,1
SF Mire,2014-2019,47,47,0,955,112,20.31,1190,80.25,1,3,4,93,24
PJ Moor,2014-2019,49,45,5,827,58*,20.67,1225,67.51,0,4,3,48,30
CB Mpofu,2004-2020,84,41,21,57,9*,2.85,210,27.14,0,0,7,1,0
TV Mufambisi,2006-2007,6,6,0,55,21,9.16,90,61.11,0,0,0,6,0
CT Mumba,2016-2020,7,7,3,32,13,8.00,55,58.18,0,0,0,1,1
T Munyonga,2022-2022,6,6,1,92,30*,18.40,134,68.65,0,0,0,8,2
T Mupariwa,2004-2016,40,32,10,185,33,8.40,325,56.92,0,0,9,14,2
BA Murphy,2000-2003,31,17,8,72,20*,8.00,130,55.38,0,0,1,5,0
R Murray,2018-2018,5,5,1,108,47,27.00,178,60.67,0,0,0,6,2
TK Musakanda,2016-2022,16,16,1,308,60,20.53,387,79.58,0,1,1,30,5
N M'shangwe,2011-2014,6,6,1,38,16,7.60,45,84.44,0,0,1,0,5
DT Mutendera,1999-2001,9,4,2,20,10,10.00,43,46.51,0,0,0,2,0
F Mutizwa,2009-2011,17,15,2,403,79,31.00,502,80.27,0,4,2,32,7
CT Mutombodzi,2013-2020,14,13,1,177,34,14.75,234,75.64,0,0,0,16,3
R Mutumbami,2014-2020,36,34,2,618,74,19.31,847,72.96,0,3,4,61,13
B Muzarabani,2018-2022,33,27,8,64,17,3.36,179,35.75,0,0,9,5,1
T Muzarabani,2015-2016,8,7,3,12,5,3.00,40,30.00,0,0,1,1,0
W Mwayenga,2002-2004,3,2,0,1,1,0.50,11,9.09,0,0,1,0,0
D Myers,2021-2022,5,5,0,96,34,19.20,157,61.14,0,0,0,9,0
N Ncube,2011-2011,1,1,1,0,0*,-,0,-,0,0,0,0,0
A Ndlovu,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,-
R Ngarava,2017-2022,27,18,9,106,34*,11.77,149,71.14,0,0,4,11,4
IA Nicolson,2010-2010,2,2,0,14,14,7.00,22,63.63,0,0,1,1,0
ML Nkala,1998-2006,50,35,5,324,47,10.80,526,61.59,0,0,5,22,4
VM Nyauchi,2022-2022,8,5,0,36,26,7.20,43,83.72,0,0,2,4,1
J Nyumbu,2014-2015,19,14,4,46,18,4.60,89,51.68,0,0,3,1,1
HK Olonga,1995-2003,50,27,14,95,31,7.30,163,58.28,0,0,6,9,3
AH Omarshah,1983-1996,28,28,2,437,60*,16.80,860,50.81,0,1,4,27,2
T Panyangara,2004-2016,65,49,13,239,33,6.63,463,51.61,0,0,9,19,4
GA Paterson,1983-1987,10,10,0,123,27,12.30,327,37.61,0,0,1,11,0
SG Peall,1992-1996,21,15,1,91,21,6.50,150,60.66,0,0,4,10,0
GE Peckover,1983-1983,3,3,1,33,16*,16.50,54,61.11,0,0,0,3,0
RW Price,2002-2012,102,59,17,406,46,9.66,701,57.91,0,0,10,31,5
AJ Pycroft,1983-1992,20,19,2,295,61,17.35,560,52.67,0,2,2,13,1
EC Rainsford,2004-2010,39,23,13,55,9*,5.50,134,41.04,0,0,2,2,1
U Ranchod,1992-1993,3,1,1,3,3*,-,6,50.00,0,0,0,0,0
PWE Rawson,1983-1987,10,8,3,80,24*,16.00,123,65.04,0,0,1,5,1
GJ Rennie,1996-2003,40,37,6,617,76,19.90,928,66.48,0,2,5,35+,1+
JA Rennie,1993-2000,44,27,12,201,27,13.40,391,51.40,0,0,6,16,0
HP Rinke,2006-2006,18,18,0,317,72,17.61,378,83.86,0,3,2,41,2
LN Roche,2018-2018,3,2,0,4,4,2.00,10,40.00,0,0,1,0,0
BG Rogers,2002-2005,15,15,0,478,84,31.86,689,69.37,0,5,2,59,3
M Shumba,2021-2022,6,5,1,27,11,6.75,58,46.55,0,0,0,1,1
V Sibanda,2003-2016,125,124,4,2914,116,24.28,4614,63.15,2,21,14,319,34
Sikandar Raza,2013-2022,123,118,18,3656,141,36.56,4340,84.23,6,20,2,300,85
RW Sims,2002-2003,3,2,1,31,24,31.00,67,46.26,0,0,0,3,0
BC Strang,1995-2001,49,26,8,92,18,5.11,220,41.81,0,0,5,3,2
PA Strang,1994-2001,95,73,24,1090,47,22.24,1651,66.02,0,0,5,72+,6+
HH Streak,1993-2005,187,157,55,2901,79*,28.44,3941,73.61,0,13,6,198,48
GM Strydom,2006-2006,12,10,0,147,58,14.70,225,65.33,0,1,2,17,3
T Taibu,2001-2012,149,136,21,3383,107*,29.41,4988,67.82,2,22,16,234,32
BRM Taylor,2004-2021,205,203,15,6684,145*,35.55,8721,76.64,11,39,15,599,106
DT Tiripano,2014-2022,38,29,8,364,55*,17.33,549,66.30,0,1,2,30,8
AJ Traicos,1983-1993,27,17,9,88,19,11.00,175,50.28,0,0,1,3,0
CK Tshuma,2020-2020,2,1,0,0,0,0.00,1,0.00,0,0,1,0,0
P Utseya,2004-2015,164,132,48,1406,68*,16.73,2410,58.34,0,4,16,88,17
MA Vermeulen,2000-2009,43,43,4,868,92,22.25,1227,70.74,0,6,4,110,2
DP Viljoen,1997-2001,53,43,7,512,63*,14.22,827,61.91,0,2,5,26,5
BV Vitori,2011-2018,24,14,3,86,20*,7.81,90,95.55,0,0,5,5,7
AC Waller,1987-1997,39,38,3,818,83*,23.37,1172,69.79,0,4,4,85,11
MN Waller,2009-2018,79,72,6,1259,99*,19.07,1639,76.81,0,5,10,130,12
AR Whittall,1996-2000,63,35,13,168,29,7.63,310,54.19,0,0,6,8,2
GJ Whittall,1993-2003,147,142,22,2705,83,22.54,4011,67.43,0,11,12,210+,26+
SC Williams,2005-2022,147,142,19,4266,129*,34.68,5194,82.13,5,32,8,366,44
CB Wishart,1996-2005,90,82,8,1719,172*,23.22,2436,70.56,2,5,8,145+,21+
C Zhuwao,2008-2018,9,9,0,154,45,17.11,132,116.66,0,0,3,18,9
